timestamp,n_qubits,circuit_depth,noise_level,use_dd,use_noise,circuit_type,run_number,execution_time,compute_time,bitstring_counts,jsd_vs_ideal,jsd_vs_noisy_no_dd
2025-05-29T11:23:25,3,10,0.05,False,False,"Ideal (No Noise, No DD)",1,0.005538463592529297,3.149688959121704,"{""101"": 376, ""110"": 57, ""111"": 143, ""011"": 197, ""100"": 180, ""010"": 70, ""001"": 1}",0.0,
2025-05-29T11:23:25,3,10,0.05,False,False,"Ideal (No Noise, No DD)",2,0.004242420196533203,0.0695333480834961,"{""100"": 141, ""101"": 406, ""011"": 170, ""010"": 83, ""111"": 148, ""110"": 75, ""001"": 1}",0.0,
2025-05-29T11:23:25,3,10,0.05,False,False,"Ideal (No Noise, No DD)",3,0.004404544830322266,0.06171560287475586,"{""110"": 56, ""100"": 149, ""101"": 387, ""111"": 161, ""011"": 174, ""010"": 95, ""001"": 2}",0.0,
2025-05-29T11:23:25,3,10,0.05,False,True,Noisy (No DD),1,0.009252071380615234,0.041060447692871094,"{""101"": 381, ""111"": 153, ""110"": 64, ""011"": 159, ""100"": 158, ""010"": 78, ""001"": 20, ""000"": 11}",0.01050449384791063,
2025-05-29T11:23:25,3,10,0.05,False,True,Noisy (No DD),2,0.008973836898803711,0.13788557052612305,"{""101"": 328, ""100"": 166, ""111"": 166, ""010"": 88, ""110"": 54, ""011"": 176, ""001"": 30, ""000"": 16}",0.017426662126334584,
2025-05-29T11:23:25,3,10,0.05,False,True,Noisy (No DD),3,0.008556365966796875,0.04113125801086426,"{""110"": 69, ""111"": 169, ""101"": 365, ""011"": 152, ""010"": 81, ""100"": 160, ""000"": 11, ""001"": 17}",0.008297456280641862,
2025-05-29T11:23:25,3,10,0.05,True,True,Noisy + DD,1,0.019628286361694336,0.05223655700683594,"{""110"": 64, ""101"": 373, ""011"": 183, ""010"": 73, ""001"": 17, ""111"": 156, ""100"": 152, ""000"": 6}",0.007195466965780869,0.0009319835214705215
2025-05-29T11:23:25,3,10,0.05,True,True,Noisy + DD,2,0.02006840705871582,0.08066129684448242,"{""101"": 353, ""110"": 76, ""011"": 160, ""111"": 159, ""001"": 22, ""100"": 163, ""010"": 88, ""000"": 3}",0.008292080369180957,0.004052845232646751
2025-05-29T11:23:25,3,10,0.05,True,True,Noisy + DD,3,0.019500732421875,0.06686210632324219,"{""010"": 98, ""110"": 67, ""100"": 137, ""101"": 376, ""001"": 19, ""011"": 170, ""000"": 8, ""111"": 149}",0.0071286456614836295,0.0015734547848848066
2025-05-29T11:23:25,3,20,0.05,False,False,"Ideal (No Noise, No DD)",1,0.00750279426574707,0.03895998001098633,"{""011"": 787, ""001"": 208, ""101"": 16, ""111"": 13}",0.0,
2025-05-29T11:23:25,3,20,0.05,False,False,"Ideal (No Noise, No DD)",2,0.007316112518310547,0.03617978096008301,"{""011"": 799, ""001"": 197, ""111"": 20, ""101"": 8}",0.0,
2025-05-29T11:23:25,3,20,0.05,False,False,"Ideal (No Noise, No DD)",3,0.00728917121887207,0.03609442710876465,"{""011"": 813, ""001"": 191, ""111"": 12, ""101"": 6, ""010"": 2}",0.0,
2025-05-29T11:23:25,3,20,0.05,False,True,Noisy (No DD),1,0.0158843994140625,0.04706072807312012,"{""011"": 696, ""111"": 72, ""001"": 218, ""101"": 38}",0.01468851112014562,
2025-05-29T11:23:25,3,20,0.05,False,True,Noisy (No DD),2,0.016073226928710938,0.0860297679901123,"{""001"": 220, ""011"": 717, ""101"": 37, ""111"": 50}",0.009583062954434772,
2025-05-29T11:23:25,3,20,0.05,False,True,Noisy (No DD),3,0.01630091667175293,0.0787801742553711,"{""011"": 678, ""001"": 231, ""101"": 49, ""111"": 66}",0.024000357249589814,
2025-05-29T11:23:25,3,20,0.05,True,True,Noisy + DD,1,0.03697919845581055,0.07347774505615234,"{""001"": 231, ""011"": 697, ""111"": 52, ""101"": 44}",0.011062449869793963,0.0009903612858038807
2025-05-29T11:23:25,3,20,0.05,True,True,Noisy + DD,2,0.03717327117919922,0.0739297866821289,"{""011"": 693, ""001"": 223, ""101"": 42, ""111"": 65, ""010"": 1}",0.01488420414853674,0.0009994911754399281
2025-05-29T11:23:25,3,20,0.05,True,True,Noisy + DD,3,0.04310488700866699,0.10233139991760254,"{""011"": 704, ""101"": 32, ""001"": 237, ""111"": 49, ""010"": 2}",0.013768673834483236,0.0023084798060990816
2025-05-29T11:23:25,3,30,0.05,False,False,"Ideal (No Noise, No DD)",1,0.011635541915893555,0.14855194091796875,"{""110"": 131, ""101"": 256, ""111"": 323, ""011"": 92, ""001"": 78, ""010"": 37, ""000"": 23, ""100"": 84}",0.0,
2025-05-29T11:23:25,3,30,0.05,False,False,"Ideal (No Noise, No DD)",2,0.010692834854125977,0.09893679618835449,"{""110"": 110, ""101"": 253, ""100"": 97, ""111"": 358, ""000"": 24, ""001"": 68, ""011"": 90, ""010"": 24}",0.0,
2025-05-29T11:23:25,3,30,0.05,False,False,"Ideal (No Noise, No DD)",3,0.010417699813842773,0.06928229331970215,"{""001"": 84, ""111"": 319, ""011"": 111, ""000"": 29, ""100"": 92, ""101"": 240, ""110"": 125, ""010"": 24}",0.0,
2025-05-29T11:23:25,3,30,0.05,False,True,Noisy (No DD),1,0.023729562759399414,0.0740504264831543,"{""100"": 75, ""010"": 48, ""110"": 105, ""011"": 136, ""101"": 227, ""111"": 282, ""000"": 23, ""001"": 128}",0.007356707291576592,
2025-05-29T11:23:25,3,30,0.05,False,True,Noisy (No DD),2,0.023082494735717773,0.08155035972595215,"{""011"": 124, ""111"": 303, ""101"": 229, ""001"": 134, ""010"": 46, ""000"": 40, ""110"": 98, ""100"": 50}",0.014704610515461536,
2025-05-29T11:23:25,3,30,0.05,False,True,Noisy (No DD),3,0.023045063018798828,0.08037948608398438,"{""110"": 101, ""100"": 72, ""111"": 291, ""101"": 220, ""011"": 119, ""001"": 135, ""010"": 49, ""000"": 37}",0.00711141925853406,
2025-05-29T11:23:25,3,30,0.05,True,True,Noisy + DD,1,0.054960012435913086,0.12196469306945801,"{""001"": 109, ""110"": 101, ""101"": 227, ""111"": 304, ""011"": 124, ""000"": 37, ""100"": 77, ""010"": 45}",0.0050079373073359515,0.0015631772979796243
2025-05-29T11:23:25,3,30,0.05,True,True,Noisy + DD,2,0.054639577865600586,0.10385560989379883,"{""111"": 282, ""101"": 244, ""110"": 109, ""010"": 49, ""011"": 139, ""100"": 58, ""001"": 118, ""000"": 25}",0.012711100832101618,0.001920886265178799
2025-05-29T11:23:25,3,30,0.05,True,True,Noisy + DD,3,0.05580711364746094,0.10799813270568848,"{""110"": 99, ""111"": 318, ""011"": 129, ""001"": 117, ""100"": 64, ""010"": 49, ""101"": 210, ""000"": 38}",0.0065489474337072605,0.0008848522767157625
2025-05-29T11:23:25,3,40,0.05,False,False,"Ideal (No Noise, No DD)",1,0.013888835906982422,0.1037130355834961,"{""101"": 317, ""100"": 591, ""011"": 25, ""010"": 64, ""001"": 5, ""000"": 15, ""110"": 4, ""111"": 3}",0.0,
2025-05-29T11:23:25,3,40,0.05,False,False,"Ideal (No Noise, No DD)",2,0.014068365097045898,0.05145835876464844,"{""101"": 279, ""010"": 70, ""100"": 621, ""011"": 29, ""111"": 3, ""000"": 11, ""110"": 7, ""001"": 4}",0.0,
2025-05-29T11:23:25,3,40,0.05,False,False,"Ideal (No Noise, No DD)",3,0.013836860656738281,0.0468137264251709,"{""100"": 649, ""101"": 277, ""010"": 47, ""000"": 4, ""011"": 35, ""001"": 8, ""111"": 2, ""110"": 2}",0.0,
2025-05-29T11:23:25,3,40,0.05,False,True,Noisy (No DD),1,0.03093552589416504,0.06924772262573242,"{""110"": 65, ""101"": 225, ""100"": 437, ""011"": 47, ""000"": 87, ""010"": 105, ""111"": 40, ""001"": 18}",0.05437048892721575,
2025-05-29T11:23:25,3,40,0.05,False,True,Noisy (No DD),2,0.03045511245727539,0.0690925121307373,"{""101"": 235, ""111"": 28, ""100"": 438, ""010"": 114, ""000"": 66, ""001"": 35, ""011"": 57, ""110"": 51}",0.045963738207586306,
2025-05-29T11:23:25,3,40,0.05,False,True,Noisy (No DD),3,0.031302452087402344,0.09358930587768555,"{""001"": 38, ""100"": 439, ""010"": 115, ""011"": 57, ""000"": 90, ""101"": 195, ""110"": 56, ""111"": 34}",0.07466316234910972,
2025-05-29T11:23:25,3,40,0.05,True,True,Noisy + DD,1,0.07387566566467285,0.1493828296661377,"{""010"": 108, ""000"": 73, ""101"": 226, ""110"": 75, ""100"": 428, ""011"": 42, ""001"": 34, ""111"": 38}",0.05769255169147974,0.00181049104589048
2025-05-29T11:23:25,3,40,0.05,True,True,Noisy + DD,2,0.0733957290649414,0.12183785438537598,"{""101"": 204, ""100"": 454, ""010"": 91, ""001"": 43, ""110"": 73, ""000"": 74, ""111"": 33, ""011"": 52}",0.0561350239903901,0.00266281208632916
2025-05-29T11:23:25,3,40,0.05,True,True,Noisy + DD,3,0.07267212867736816,0.13733792304992676,"{""001"": 26, ""101"": 199, ""100"": 453, ""111"": 31, ""010"": 106, ""110"": 66, ""000"": 83, ""011"": 60}",0.06908346577287107,0.0010277560052812564
2025-05-29T11:23:25,4,10,0.05,False,False,"Ideal (No Noise, No DD)",1,0.006507158279418945,0.05300307273864746,"{""1011"": 200, ""0100"": 84, ""0110"": 57, ""1010"": 79, ""0111"": 126, ""0010"": 62, ""1000"": 116, ""0011"": 142, ""0000"": 91, ""0101"": 8, ""0001"": 8, ""1001"": 15, ""1111"": 24, ""1100"": 8, ""1110"": 4}",0.0,
2025-05-29T11:23:25,4,10,0.05,False,False,"Ideal (No Noise, No DD)",2,0.0065517425537109375,0.05524134635925293,"{""1001"": 8, ""1010"": 80, ""0110"": 37, ""0011"": 146, ""1000"": 130, ""1011"": 191, ""0111"": 146, ""1111"": 10, ""0100"": 96, ""0000"": 88, ""0010"": 63, ""1110"": 5, ""0001"": 9, ""0101"": 8, ""1100"": 7}",0.0,
2025-05-29T11:23:25,4,10,0.05,False,False,"Ideal (No Noise, No DD)",3,0.006219387054443359,0.03525376319885254,"{""0100"": 78, ""1000"": 135, ""1011"": 187, ""0111"": 116, ""0000"": 111, ""0101"": 9, ""0011"": 126, ""0110"": 50, ""1010"": 97, ""0010"": 68, ""1111"": 12, ""1101"": 2, ""1001"": 7, ""0001"": 14, ""1110"": 8, ""1100"": 4}",0.0,
2025-05-29T11:23:25,4,10,0.05,False,True,Noisy (No DD),1,0.015395641326904297,0.0470280647277832,"{""0100"": 83, ""1000"": 139, ""0110"": 68, ""0011"": 98, ""1010"": 87, ""1100"": 22, ""1011"": 181, ""0111"": 122, ""1111"": 20, ""0000"": 67, ""1001"": 22, ""0010"": 60, ""0001"": 19, ""0101"": 20, ""1110"": 13, ""1101"": 3}",0.01070541602629692,
2025-05-29T11:23:25,4,10,0.05,False,True,Noisy (No DD),2,0.015597820281982422,0.05740952491760254,"{""0000"": 91, ""1011"": 176, ""1100"": 10, ""0010"": 61, ""0001"": 20, ""0100"": 91, ""0111"": 116, ""0110"": 61, ""1000"": 135, ""0011"": 107, ""1110"": 9, ""1111"": 28, ""1010"": 90, ""1001"": 18, ""0101"": 10, ""1101"": 1}",0.009114361591925366,
2025-05-29T11:23:25,4,10,0.05,False,True,Noisy (No DD),3,0.015891313552856445,0.0960845947265625,"{""0010"": 70, ""1011"": 185, ""0001"": 16, ""1010"": 109, ""1110"": 16, ""0100"": 82, ""0000"": 83, ""1000"": 123, ""1111"": 16, ""0011"": 114, ""0111"": 99, ""1100"": 14, ""1001"": 20, ""0110"": 55, ""0101"": 21, ""1101"": 1}",0.007018937638883445,
2025-05-29T11:23:25,4,10,0.05,True,True,Noisy + DD,1,0.030736446380615234,0.09383058547973633,"{""1011"": 165, ""1100"": 12, ""1000"": 137, ""1110"": 13, ""1010"": 89, ""0011"": 132, ""0111"": 110, ""0000"": 76, ""0010"": 63, ""0100"": 84, ""0110"": 68, ""0001"": 17, ""1001"": 24, ""0101"": 11, ""1111"": 17, ""1101"": 6}",0.0074964106917753725,0.003463365901474353
